granter_ministry,grant_date,grant_month,grant_year,amount,grantee_clean,grantee,grantee_detail,grantee_jcn,description,grant_name,grant_type,npo_type,admin_division,filename
MAFF,2019-05-13,2019 May,2019,23194000,日本特産農産物協会,公益財団法人日本特産農産物協会,公益財団法人日本特産農産物協会,4010405001118,戦略作物生産拡大支援事業／大豆価格形成安定化事業,国産農産物生産・供給体制強化対策事業費補助金,Subsidy,NA,国認定,r1_youshiki1
MAFF,2019-05-16,2019 May,2019,19000000,国際農業者交流協会,公益社団法人国際農業者交流協会,公益社団法人国際農業者交流協会,4010805001948,アジア・アフリカ地域の農業者招へいによる実践的な農業研修,政府開発援助食料安全保障確立対策事業費補助金,Subsidy,NA,国認定,r1_youshiki1
MAFF,2019-05-17,2019 May,2019,7997000,食品等流通合理化促進機構,公益財団法人食品等流通合理化促進機構,公益財団法人食品等流通合理化促進機構,6010005019129,農林水産物・食品輸出促進対策事業／農林水産物・食品の輸出対策／海外需要創出等支援対策事業／分野・テーマ別海外販路開拓支援事業,農林水産物・食品輸出促進対策事業費補助金,Subsidy,NA,国認定,r1_youshiki1
MAFF,2019-05-17,2019 May,2019,16000000,流通経済研究所,公益財団法人流通経済研究所,公益財団法人流通経済研究所,2010005019116,農山漁村６次産業化対策事業／６次産業化の推進／持続可能な循環資源活用総合対策事業／食品産業環境対策事業,農山漁村６次産業化対策事業費補助金,Subsidy,NA,国認定,r1_youshiki1
MAFF,2019-05-17,2019 May,2019,3520000,流通経済研究所,公益財団法人流通経済研究所,公益財団法人流通経済研究所,2010005019116,農山漁村６次産業化対策事業／６次産業化の推進／持続可能な循環資源活用総合対策事業／食品産業環境対策事業,農山漁村６次産業化対策事業費補助金,Subsidy,NA,国認定,r1_youshiki1
MAFF,2019-05-17,2019 May,2019,13000000,全国和牛登録協会,公益社団法人全国和牛登録協会,公益社団法人全国和牛登録協会,9130005012804,畜産生産力・生産体制強化対策事業／家畜能力等向上強化推進,牛肉等関税財源国産畜産物生産・供給体制強化対策費補助金,Subsidy,NA,国認定,r1_youshiki1
MAFF,2019-05-17,2019 May,2019,36415000,協会,公益社団法人日本農業法人協会,公益社団法人日本農業法人協会,3010005018892,女性が変える未来の農業推進事業費,担い手育成・確保等対策事業費補助金,Subsidy,NA,国認定,r1_youshiki1
MAFF,2019-05-20,2019 May,2019,2277000,畜産技術協会,公益社団法人畜産技術協会,公益社団法人畜産技術協会,3010005003795,畜産生産力・生産体制強化対策事業／家畜能力等向上強化推進,牛肉等関税財源国産畜産物生産・供給体制強化対策費補助金,Subsidy,NA,国認定,r1_youshiki1
MAFF,2019-05-20,2019 May,2019,10000000,日本住宅・木材技術センタ-,公益財団法人日本住宅・木材技術センター,公益財団法人日本住宅・木材技術センター,5010605002253,林業成長産業化総合対策／木材産業・木造建築活性化対策／中高層建築物を中心としたＣＬＴ等新たな木質建築部材利用促進・定着事業／中大規模木造建築物等に係る技術者のデータベース整備・運用,林産物供給等振興事業費補助金,Subsidy,NA,国認定,r1_youshiki1
MAFF,2019-05-20,2019 May,2019,11897000,日本住宅・木材技術センタ-,公益財団法人日本住宅・木材技術センター,公益財団法人日本住宅・木材技術センター,5010605002253,林業成長産業化総合対策／木材需要の創出・輸出力強化対策／「クリーンウッド」普及促進事業／木材関連事業者登録の推進,林産物供給等振興事業費補助金,Subsidy,NA,国認定,r1_youshiki1
MAFF,2019-05-22,2019 May,2019,62132130,中央畜産会,公益社団法人中央畜産会,公益社団法人中央畜産会,9010005013847,持続的生産強化対策事業／ＧＡＰ拡大推進加速化事業,国産農産物生産・供給体制強化対策事業費補助金,Subsidy,NA,国認定,r1_youshiki1
MAFF,2019-05-22,2019 May,2019,1881294793,中央畜産会,公益社団法人中央畜産会,公益社団法人中央畜産会,9010005013847,持続的生産強化対策事業／畜産経営体生産性向上対策事業,国産農産物生産・供給体制強化対策事業費補助金,Subsidy,NA,国認定,r1_youshiki1
MAFF,2019-05-27,2019 May,2019,4084000,食品等流通合理化促進機構,公益財団法人食品等流通合理化促進機構,公益財団法人食品等流通合理化促進機構,6010005019129,農山漁村６次産業化対策事業／６次産業化の推進／持続可能な循環資源活用総合対策事業／食品産業環境対策事業,農山漁村６次産業化対策事業費補助金,Subsidy,NA,国認定,r1_youshiki1
MAFF,2019-05-28,2019 May,2019,9428000,食品等流通合理化促進機構,公益財団法人食品等流通合理化促進機構,公益財団法人食品等流通合理化促進機構,6010005019129,農山漁村６次産業化対策事業／６次産業化の推進／６次産業化中央サポート事業／外食・中食等における国産食材活用促進事業,農山漁村６次産業化対策事業費補助金,Subsidy,NA,国認定,r1_youshiki1
MAFF,2019-05-29,2019 May,2019,982723000,全国農地保有合理化協会,公益社団法人全国農地保有合理化協会,公益社団法人全国農地保有合理化協会,2010005003185,農地中間管理機構事業,農地集積・集約化対策事業費補助金,Subsidy,NA,国認定,r1_youshiki1
MAFF,2019-05-31,2019 May,2019,4701000,日本水産資源保護協会,公益社団法人日本水産資源保護協会,公益社団法人日本水産資源保護協会,1010005004102,水産防疫対策事業／水産動物防疫体制整備モデル事業／養殖場における疾病清浄化対策,食料安全保障確立対策事業費補助金,Subsidy,NA,国認定,r1_youshiki1
MAFF,2019-06-06,2019 Jun,2019,12552770,日本特産農産物協会,公益財団法人日本特産農産物協会,公益財団法人日本特産農産物協会,4010405001118,持続的生産強化対策事業／茶・薬用作物等地域特産作物体制強化促進事業,国産農産物生産・供給体制強化対策事業費補助金,Subsidy,NA,国認定,r1_youshiki1
MAFF,2019-06-07,2019 Jun,2019,19828788,中央畜産会,公益社団法人中央畜産会,公益社団法人中央畜産会,9010005013847,畜産生産力・生産体制強化対策事業／国産飼料資源生産利用拡大対策,牛肉等関税財源国産畜産物生産・供給体制強化対策費補助金,Subsidy,NA,国認定,r1_youshiki1
MAFF,2019-06-10,2019 Jun,2019,25860000,畜産技術協会,公益社団法人畜産技術協会,公益社団法人畜産技術協会,3010005003795,持続的生産強化対策事業／ＧＡＰ拡大推進加速化事業,国産農産物生産・供給体制強化対策事業費補助金,Subsidy,NA,国認定,r1_youshiki1
MAFF,2019-06-19,2019 Jun,2019,30000000,協会,公益社団法人日本農業法人協会,公益社団法人日本農業法人協会,3010005018892,農業人材力強化総合支援事業,担い手育成・確保等対策事業費補助金,Subsidy,NA,国認定,r1_youshiki1
MAFF,2019-06-26,2019 Jun,2019,38390000,中央畜産会,公益社団法人中央畜産会,公益社団法人中央畜産会,9010005013847,家畜衛生対策事業／家畜生産農場衛生対策事業,食料安全保障確立対策事業費補助金,Subsidy,NA,国認定,r1_youshiki1
MAFF,2019-06-26,2019 Jun,2019,8229000,中央畜産会,公益社団法人中央畜産会,公益社団法人中央畜産会,9010005013847,家畜衛生対策事業／農場ＨＡＣＣＰ導入推進強化事業,食料安全保障確立対策事業費補助金,Subsidy,NA,国認定,r1_youshiki1
MAFF,2019-06-26,2019 Jun,2019,44362000,国際人材革新機構,公益社団法人国際人材革新機構,公益社団法人国際人材革新機構,1011705001124,農業支援外国人適正受入サポート事業／飲食料品製造業分野における外国人材の適正な受入れ体制の構築,担い手育成・確保等対策事業費補助金,Subsidy,NA,国認定,r1_youshiki1
MAFF,2019-06-26,2019 Jun,2019,382096000,中央果実協会,公益財団法人中央果実協会,公益財団法人中央果実協会,1010405010567,持続的生産強化対策事業／果樹農業好循環形成総合対策事業,国産農産物生産・供給体制強化対策事業費補助金,Subsidy,NA,国認定,r1_youshiki1
MAFF,2019-06-26,2019 Jun,2019,4965188000,中央果実協会,公益財団法人中央果実協会,公益財団法人中央果実協会,1010405010567,持続的生産強化対策事業／果樹農業好循環形成総合対策事業,国産農産物生産・供給体制強化対策事業費補助金,Subsidy,NA,国認定,r1_youshiki1
MAFF,2019-06-28,2019 Jun,2019,39670000,日本農林漁業振興会,公益財団法人日本農林漁業振興会,公益財団法人日本農林漁業振興会,2010405010186,農林水産顕彰等普及事業,農林水産調査研究普及費補助金,Subsidy,NA,国認定,r1_youshiki1
MAFF,2019-06-28,2019 Jun,2019,9527260,日本動物用医薬品協会,公益社団法人日本動物用医薬品協会,公益社団法人日本動物用医薬品協会,5010005003827,動物用医薬品対策事業／動物用医薬品対策事業／動物用医薬品の承認申請資料に関する国際基準作成推進事業,食品の安全・消費者の信頼確保対策事業費補助金,Subsidy,NA,国認定,r1_youshiki1
MAFF,2020-03-02,2020 Mar,2020,1372800000,中央果実協会,公益財団法人中央果実協会,公益財団法人中央果実協会,1010405010567,持続的生産強化対策事業／果樹産地再生支援対策,国産農産物生産・供給体制強化対策事業費補助金,Subsidy,NA,国認定,r1_youshiki1
MAFF,2020-03-03,2020 Mar,2020,181430000,日本食品衛生協会,公益社団法人日本食品衛生協会,公益社団法人日本食品衛生協会,3011005000122,農林水産物・食品輸出促進緊急対策事業／司令塔組織の創設による輸出環境整備／輸出環境整備緊急対策事業,農林水産物・食品輸出促進対策事業費補助金,Subsidy,NA,国認定,r1_youshiki1
MAFF,2020-03-05,2020 Mar,2020,198380,オイスカ,公益財団法人オイスカ,公益財団法人オイスカ,8011305001749,水田活用の直接支払交付金,水田活用直接支払交付金,Subsidy,NA,国認定,r1_youshiki1
MAFF,2020-03-13,2020 Mar,2020,395752000,食品等流通合理化促進機構,公益財団法人食品等流通合理化促進機構,公益財団法人食品等流通合理化促進機構,6010005019129,新たな販路へのマッチング等促進対策事業,国産農産物生産・供給体制強化対策事業費補助金,Subsidy,NA,国認定,r1_youshiki1
MAFF,2020-03-13,2020 Mar,2020,9999750000,日本特産農産物協会,公益財団法人日本特産農産物協会,公益財団法人日本特産農産物協会,4010405001118,産地生産基盤パワーアップ事業,国産農産物生産・供給体制強化対策事業費補助金,Subsidy,NA,国認定,r1_youshiki1
MAFF,2020-03-16,2020 Mar,2020,1503000,神津牧場,公益財団法人神津牧場,公益財団法人神津牧場,1010005004622,持続的生産強化対策事業推進費補助金等,持続的酪農経営支援事業交付金,Subsidy,NA,国認定,r1_youshiki1
MAFF,2020-03-17,2020 Mar,2020,27055612000,中央畜産会,公益社団法人中央畜産会,公益社団法人中央畜産会,9010005013847,畜産・酪農収益力強化総合対策基金等事業（畜産・酪農収益力強化総合対策基金）,国産農産物生産・供給体制強化対策事業費補助金,Subsidy,NA,国認定,r1_youshiki1
MAFF,2020-03-18,2020 Mar,2020,2500000,海洋生物環境研究所,公益財団法人海洋生物環境研究所,公益財団法人海洋生物環境研究所,4011105005400,持続可能な水産業の認証活用加速化緊急対策事業,農林水産物・食品輸出促進対策事業費補助金,Subsidy,NA,国認定,r1_youshiki1
MAFF,2020-03-19,2020 Mar,2020,10600000,中央果実協会,公益財団法人中央果実協会,公益財団法人中央果実協会,1010405010567,外食産業等と連携した需要拡大対策事業,農林水産物・食品輸出促進対策事業費補助金,Subsidy,NA,国認定,r1_youshiki1
MAFF,2020-03-19,2020 Mar,2020,38920000,日本特産農産物協会,公益財団法人日本特産農産物協会,公益財団法人日本特産農産物協会,4010405001118,外食産業等と連携した農産物の需要拡大対策事業,農林水産物・食品輸出促進対策事業費補助金,Subsidy,NA,国認定,r1_youshiki1
MAFF,2020-03-19,2020 Mar,2020,2625000,キ-プ協会,公益財団法人キープ協会,公益財団法人キープ協会,2090005006032,持続的生産強化対策事業推進費補助金等,持続的酪農経営支援事業交付金,Subsidy,NA,国認定,r1_youshiki1
MAFF,2020-03-23,2020 Mar,2020,26500000,日本特産農産物協会,公益財団法人日本特産農産物協会,公益財団法人日本特産農産物協会,4010405001118,外食産業等と連携した需要拡大対策事業,農林水産物・食品輸出促進対策事業費補助金,Subsidy,NA,国認定,r1_youshiki1
METI,2019-04-01,2019 Apr,2019,139609000,日本台湾交流協会,公益財団法人　日本台湾交流協会,公益財団法人　日本台湾交流協会,8010405010370,平成３１年度日本台湾交流協会事業費補助金,海外市場調査等事業費補助金,Subsidy,NA,国認定,r1_youshiki1
METI,2019-07-29,2019 Jul,2019,231419000,2025年日本国際博覧会協会,公益社団法人２０２５年日本国際博覧会協会,公益社団法人２０２５年日本国際博覧会協会,9120005020700,令和元年度大阪・関西国際博覧会開催準備事業費補助金,国際博覧会事業費補助金,Subsidy,NA,国認定,r1_youshiki1
METI,2019-04-01,2019 Apr,2019,70000000,日本離島センタ-,公益財団法人日本離島センター,公益財団法人日本離島センター,1010005004218,平成３１年度石油製品販売業構造改善対策事業費補助金（離島・ＳＳ過疎地等における石油製品の流通合理化支援事業のうち離島への石油製品の安定・効率的な供給体制の構築支援事業に係るもの）,石油製品販売業構造改善対策事業費等補助金,Subsidy,NA,国認定,r1_youshiki1
METI,2019-04-04,2019 Apr,2019,160000000,地震予知総合研究振興会,公益財団法人地震予知総合研究振興会,公益財団法人地震予知総合研究振興会,5010005018916,平成３１年度深地層の研究施設を使用した試験研究成果に基づく当該施設の理解促進事業費補助金事業（公益財団法人地震予知総合研究振興会）,電源立地等推進対策補助金,Subsidy,NA,国認定,r1_youshiki1
METI,2020-02-22,2020 Feb,2020,15500000000,原子力安全技術センタ-,公益財団法人原子力安全技術センター,公益財団法人原子力安全技術センター,6010005018634,令和元年度廃炉・汚染水対策事業費補助金,産業技術実用化開発事業費補助金,Subsidy,NA,国認定,r1_youshiki1
METI,2019-06-19,2019 Jun,2019,7578000,資源環境センタ-,公益財団法人資源環境センター,公益財団法人資源環境センター,6010005018642,【下川鉱山】令和元年度休廃止鉱山鉱害防止等工事費補助金（休廃止鉱山鉱害防止工事費）,休廃止鉱山鉱害防止等工事費補助金,Subsidy,NA,国認定,r1_youshiki1
METI,2019-07-01,2019 Jul,2019,9525000,資源環境センタ-,公益財団法人資源環境センター,公益財団法人資源環境センター,6010005018642,【千歳鉱山】令和元年度休廃止鉱山鉱害防止等工事費補助金（休廃止鉱山鉱害防止工事費）,休廃止鉱山鉱害防止等工事費補助金,Subsidy,NA,国認定,r1_youshiki1
METI,2019-05-30,2019 May,2019,3405000,資源環境センタ-,公益財団法人資源環境センター,公益財団法人資源環境センター,6010005018642,令和元年度休廃止鉱山鉱害防止等工事費補助金【見立鉱山（坑廃水処理）】,休廃止鉱山鉱害防止等工事費補助金,Subsidy,NA,国認定,r1_youshiki1
METI,2019-05-31,2019 May,2019,37997000,資源環境センタ-,公益財団法人資源環境センター,公益財団法人資源環境センター,6010005018642,令和元年度休廃止鉱山鉱害防止等工事費補助金【土畑鉱山（坑廃水処理）】,休廃止鉱山鉱害防止等工事費補助金,Subsidy,NA,国認定,r1_youshiki1
METI,2019-06-06,2019 Jun,2019,1085000,資源環境センタ-,公益財団法人資源環境センター,公益財団法人資源環境センター,6010005018642,令和元年度休廃止鉱山鉱害防止等工事費補助金【八総鉱山（赤倉地区）坑廃水処理】,休廃止鉱山鉱害防止等工事費補助金,Subsidy,NA,国認定,r1_youshiki1
METI,2019-06-26,2019 Jun,2019,8807000,資源環境センタ-,公益財団法人資源環境センター,公益財団法人資源環境センター,6010005018642,令和元年度休廃止鉱山鉱害防止等工事費補助金【南古遠部鉱山（坑廃水処理）】,休廃止鉱山鉱害防止等工事費補助金,Subsidy,NA,国認定,r1_youshiki1
METI,2019-06-13,2019 Jun,2019,15900000,資源環境センタ-,公益財団法人資源環境センター,公益財団法人資源環境センター,6010005018642,令和元年度休廃止鉱山鉱害防止等工事費補助金【吉野鉱山（坑廃水処理）】　,休廃止鉱山鉱害防止等工事費補助金,Subsidy,NA,国認定,r1_youshiki1
METI,2019-06-14,2019 Jun,2019,1473000,資源環境センタ-,公益財団法人資源環境センター,公益財団法人資源環境センター,6010005018642,令和元年度休廃止鉱山鉱害防止等工事費補助金【小百鉱山】,休廃止鉱山鉱害防止等工事費補助金,Subsidy,NA,国認定,r1_youshiki1
METI,2019-07-01,2019 Jul,2019,11847000,資源環境センタ-,公益財団法人資源環境センター,公益財団法人資源環境センター,6010005018642,令和元年度休廃止鉱山鉱害防止等工事費補助金【鉛山鉱山（坑廃水処理）】,休廃止鉱山鉱害防止等工事費補助金,Subsidy,NA,国認定,r1_youshiki1
METI,2019-06-28,2019 Jun,2019,60450000,資源環境センタ-,公益財団法人資源環境センター,公益財団法人資源環境センター,6010005018642,令和元年度休廃止鉱山鉱害防止等工事費補助金【上北鉱山（坑廃水処理）】,休廃止鉱山鉱害防止等工事費補助金,Subsidy,NA,国認定,r1_youshiki1
METI,2019-08-01,2019 Aug,2019,20385000,資源環境センタ-,公益財団法人資源環境センター,公益財団法人資源環境センター,6010005018642,令和元年度休廃止鉱山鉱害防止等工事費補助金【高取鉱山】,休廃止鉱山鉱害防止等工事費補助金,Subsidy,NA,国認定,r1_youshiki1
METI,2019-07-08,2019 Jul,2019,4148000,資源環境センタ-,公益財団法人資源環境センター,公益財団法人資源環境センター,6010005018642,令和元年度休廃止鉱山鉱害防止等工事費補助金【岩神鉱山（坑廃水処理）】,休廃止鉱山鉱害防止等工事費補助金,Subsidy,NA,国認定,r1_youshiki1
METI,2019-07-08,2019 Jul,2019,2682000,資源環境センタ-,公益財団法人資源環境センター,公益財団法人資源環境センター,6010005018642,令和元年度休廃止鉱山鉱害防止等工事費補助金【長木鉱山（坑廃水処理）】,休廃止鉱山鉱害防止等工事費補助金,Subsidy,NA,国認定,r1_youshiki1
METI,2019-07-16,2019 Jul,2019,3418000,資源環境センタ-,公益財団法人資源環境センター,公益財団法人資源環境センター,6010005018642,令和元年度休廃止鉱山鉱害防止等工事費補助金【小国鉱山（坑廃水処理）】,休廃止鉱山鉱害防止等工事費補助金,Subsidy,NA,国認定,r1_youshiki1
METI,2019-07-22,2019 Jul,2019,3149000,資源環境センタ-,公益財団法人資源環境センター,公益財団法人資源環境センター,6010005018642,令和元年度休廃止鉱山の鉱害防止に係るエネルギー使用合理化事業費補助金【上北鉱山（坑廃水処理設備改修）】,エネルギー使用合理化設備導入促進等対策費補助金,Subsidy,NA,国認定,r1_youshiki1
METI,2019-08-05,2019 Aug,2019,21671000,資源環境センタ-,公益財団法人資源環境センター,公益財団法人資源環境センター,6010005018642,令和元年度休廃止鉱山鉱害防止等工事費補助金【八谷鉱山（坑廃水処理）】　,休廃止鉱山鉱害防止等工事費補助金,Subsidy,NA,国認定,r1_youshiki1
METI,2019-08-08,2019 Aug,2019,12185000,資源環境センタ-,公益財団法人資源環境センター,公益財団法人資源環境センター,6010005018642,令和元年度休廃止鉱山鉱害防止等工事費補助金(久根鉱山),休廃止鉱山鉱害防止等工事費補助金,Subsidy,NA,国認定,r1_youshiki1
METI,2019-04-01,2019 Apr,2019,29996429,中部科学技術センタ-,公益財団法人中部科学技術センター,公益財団法人中部科学技術センター,7180005014541,平成３１年度中小企業経営支援等対策費補助金（戦略的基盤技術高度化支援事業）（継続事業）（ホログラフィック光学素子を活用した光沢面外観検査システムの研究開発）,中小企業経営支援等対策費補助金,Subsidy,NA,国認定,r1_youshiki1
METI,2019-04-01,2019 Apr,2019,22499005,中部科学技術センタ-,公益財団法人中部科学技術センター,公益財団法人中部科学技術センター,7180005014541,平成３１年度中小企業経営支援等対策費補助金（戦略的基盤技術高度化支援事業）（継続事業）（潤滑性、耐久性に優れたメカニカルシール用部材の開発）,中小企業経営支援等対策費補助金,Subsidy,NA,国認定,r1_youshiki1
METI,2019-04-01,2019 Apr,2019,22473828,名古屋産業科学研究所,公益財団法人名古屋産業科学研究所,公益財団法人名古屋産業科学研究所,8180005014598,平成３１年度中小企業経営支援等対策費補助金（戦略的基盤技術高度化支援事業）（自動車のプラスチック窓などに高耐擦傷性機能などを付与する高硬度被覆膜材料、及び高硬度被覆膜形成技術の研究開発と実用化）,中小企業経営支援等対策費補助金,Subsidy,NA,国認定,r1_youshiki1
METI,2019-04-01,2019 Apr,2019,22489915,中部科学技術センタ-,公益財団法人中部科学技術センター,公益財団法人中部科学技術センター,7180005014541,平成３１年度中小企業経営支援等対策費補助金（戦略的基盤技術高度化支援事業）（継続事業）（難削材の高精度高能率切削加工を実現するハイブリッド工具の開発）,中小企業経営支援等対策費補助金,Subsidy,NA,国認定,r1_youshiki1
METI,2019-04-01,2019 Apr,2019,29476739,名古屋産業科学研究所,公益財団法人名古屋産業科学研究所,公益財団法人名古屋産業科学研究所,8180005014598,平成３１年度中小企業経営支援等対策費補助金（戦略的基盤技術高度化支援事業）（継続事業）（自動車及び産業機械分野を含む構造部品軽量化の為の繊維強化熱可塑複合材料の引抜成形技術の確立及び製品化）,中小企業経営支援等対策費補助金,Subsidy,NA,国認定,r1_youshiki1
METI,2019-04-01,2019 Apr,2019,29795678,名古屋産業科学研究所,公益財団法人名古屋産業科学研究所,公益財団法人名古屋産業科学研究所,8180005014598,平成３１年度中小企業経営支援等対策費補助金（戦略的基盤技術高度化支援事業）（AlNウィスカー(窒化アルミニウム針状結晶)を用いた次世代高機能放熱材料の研究開発 ）,中小企業経営支援等対策費補助金,Subsidy,NA,国認定,r1_youshiki1
METI,2019-04-01,2019 Apr,2019,17727001,名古屋産業科学研究所,公益財団法人名古屋産業科学研究所,公益財団法人名古屋産業科学研究所,8180005014598,平成３１年度中小企業経営支援等対策費補助金（戦略的基盤技術高度化支援事業）（機械保全に資する潤滑油オンサイト監視装置の開発）,中小企業経営支援等対策費補助金,Subsidy,NA,国認定,r1_youshiki1
METI,2019-04-22,2019 Apr,2019,22395119,名古屋産業科学研究所,公益財団法人名古屋産業科学研究所,公益財団法人名古屋産業科学研究所,8180005014598,平成３１年度中小企業経営支援等対策費補助金（戦略的基盤技術高度化支援事業）（クライオ電子顕微鏡を用いたタンパク質単粒子解析法のための定膜厚試料自動作製装置の開発）,中小企業経営支援等対策費補助金,Subsidy,NA,国認定,r1_youshiki1
METI,2019-06-14,2019 Jun,2019,7999450,名古屋産業科学研究所,公益財団法人名古屋産業科学研究所,公益財団法人名古屋産業科学研究所,8180005014598,令和元年度中小企業知的財産活動支援事業費補助金（地域中小企業知的財産支援力強化事業）（公益財団法人名古屋産業科学研究所）,中小企業知的財産活動支援事業費補助金,Subsidy,NA,国認定,r1_youshiki1
METI,2019-07-17,2019 Jul,2019,44999999,中部科学技術センタ-,公益財団法人中部科学技術センター,公益財団法人中部科学技術センター,7180005014541,令和元年度中小企業経営支援等対策費補助金（戦略的基盤技術高度化支援事業）（インライン・インプロセスモニタリング自動レーザ肉盛り溶接システムの研究開発）,中小企業経営支援等対策費補助金,Subsidy,NA,国認定,r1_youshiki1
METI,2019-07-29,2019 Jul,2019,28599438,名古屋産業科学研究所,公益財団法人　名古屋産業科学研究所,公益財団法人　名古屋産業科学研究所,8180005014598,令和元年度中小企業経営支援等対策費補助金（戦略的基盤技術高度化支援事業）（建築物におけるアスベスト含有仕上塗材を安全かつ完全に除去できる革新的剥離工法の開発）,中小企業経営支援等対策費補助金,Subsidy,NA,国認定,r1_youshiki1
METI,2019-07-26,2019 Jul,2019,20091559,名古屋産業科学研究所,公益財団法人名古屋産業科学研究所,公益財団法人名古屋産業科学研究所,8180005014598,令和元年度中小企業経営支援等対策費補助金（戦略的基盤技術高度化支援事業）（FA生産システムの制御ソフトを自動生成する機能を持った「新型制御装置」の研究開発),中小企業経営支援等対策費補助金,Subsidy,NA,国認定,r1_youshiki1
METI,2019-08-29,2019 Aug,2019,25779485,名古屋産業科学研究所,公益財団法人名古屋産業科学研究所,公益財団法人名古屋産業科学研究所,8180005014598,令和元年度中小企業経営支援等対策費補助金（戦略的基盤技術高度化支援事業（湿式処理により蓮の葉構造をナノレベルで再現する安価な撥水処理技術の研究開発））の交付決定,中小企業経営支援等対策費補助金,Subsidy,NA,国認定,r1_youshiki1
METI,2019-05-30,2019 May,2019,25229000,資源環境センタ－,公益財団法人資源環境センタ－,公益財団法人資源環境センタ－,6010005018642,平成３１年度休廃止鉱山鉱害防止等工事費補助金（紀州）,休廃止鉱山鉱害防止等工事費補助金,Subsidy,NA,国認定,r1_youshiki1
METI,2019-06-12,2019 Jun,2019,33622000,資源環境センタ－,公益財団法人資源環境センタ－,公益財団法人資源環境センタ－,6010005018642,平成３１年度休廃止鉱山鉱害防止等工事費補助金（尾小屋）,休廃止鉱山鉱害防止等工事費補助金,Subsidy,NA,国認定,r1_youshiki1
METI,2019-04-01,2019 Apr,2019,21404038,中国地域創造研究センタ-,公益財団法人中国地域創造研究センター,公益財団法人中国地域創造研究センター,8240005012380,平成３１年度戦略的基盤技術高度化支援事業（継続分）鋳放し無チル化を可能にする金型球状黒鉛鋳鉄鋳物の大量生産技術の研究開発,中小企業経営支援等対策費補助金,Subsidy,NA,国認定,r1_youshiki1
METI,2019-04-24,2019 Apr,2019,22474896,中国地域創造研究センタ-,公益財団法人中国地域創造研究センター,公益財団法人中国地域創造研究センター,8240005012380,平成３1年度中小企業経営支援等対策費補助金（戦略的基盤技術高度化支援事業）（銅ナノ粒子ペーストを用いた大型ガラス基板への高精度スクリーン印刷と多面取り加工技術を用いた次世代パワー半導体用実装基板の新製造技術の開発）,中小企業経営支援等対策費補助金,Subsidy,NA,国認定,r1_youshiki1
METI,2019-07-29,2019 Jul,2019,37825144,中国地域創造研究センタ-,公益財団法人中国地域創造研究センター,公益財団法人中国地域創造研究センター,8240005012380,令和元年度中小企業経営支援等対策費補助金（戦略的基盤技術高度化支援事業）「マイルドプラズマ処理と精密ラミネートによるフッ素樹脂と銅箔を直接接合する低損失基板製造技術の開発」エステック(株)ほか,中小企業経営支援等対策費補助金,Subsidy,NA,国認定,r1_youshiki1
METI,2019-08-05,2019 Aug,2019,37100880,中国地域創造研究センタ-,公益財団法人中国地域創造研究センター,公益財団法人中国地域創造研究センター,8240005012380,令和元年度中小企業経営支援等対策費補助金（戦略的基盤技術高度化支援事業）「深部加熱が可能で抜群の省エネルギー化を実現する革新的な磁気加熱式によるアルミ押出加工用アルミビレット加熱装置の実用化開発」テラル(株)ほか,中小企業経営支援等対策費補助金,Subsidy,NA,国認定,r1_youshiki1
METI,2019-06-13,2019 Jun,2019,2021000,資源環境センタ-,公益財団法人資源環境センター,公益財団法人資源環境センター,6010005018642,令和元年度休廃止鉱山鉱害防止等工事費補助金［太宝鉱山（坑廃水処理）］,休廃止鉱山鉱害防止等工事費補助金,Subsidy,NA,国認定,r1_youshiki1
METI,2019-05-27,2019 May,2019,4189000,資源環境センタ-,公益財団法人資源環境センター,公益財団法人資源環境センター,6010005018642,令和元年度休廃止鉱山鉱害防止等工事費補助金［鵜峠鉱山（坑廃水処理）］,休廃止鉱山鉱害防止等工事費補助金,Subsidy,NA,国認定,r1_youshiki1
METI,2019-04-01,2019 Apr,2019,29987545,九州先端科学技術研究所,公益財団法人九州先端科学技術研究所,公益財団法人九州先端科学技術研究所,7290005000844,平成３１年度中小企業経営支援等対策費補助金（戦略的基盤技術高度化支援事業）（植物成長促進による植物工場の生産性向上を実現する照射環境制御型プラズマ援用種子処理装置開発）,中小企業経営支援等対策費補助金,Subsidy,NA,国認定,r1_youshiki1
METI,2019-07-25,2019 Jul,2019,9617410,九州経済調査協会,公益財団法人九州経済調査協会,公益財団法人九州経済調査協会,5290005000838,平成３１年度中小企業知的財産活動支援事業費補助金（地域中小企業知的財産支援力強化事業）（公益財団法人九州経済調査協会）,中小企業知的財産活動支援事業費補助金,Subsidy,NA,国認定,r1_youshiki1
METI,2019-08-20,2019 Aug,2019,19172000,資源環境センタ-,公益財団法人資源環境センター,公益財団法人資源環境センター,6010005018642,令和元年度 休廃止鉱山鉱害防止等工事費補助金【尾平鉱山（坑廃水処理）】,休廃止鉱山鉱害防止等工事費補助金,Subsidy,NA,国認定,r1_youshiki1
MLIT,2019-04-18,2019 Apr,2019,3000000,日本住宅・木材技術センタ-,公益財団法人日本住宅・木材技術センター,公益財団法人日本住宅・木材技術センター,5010605002253,住宅市場整備推進等事業,住宅市場整備推進等事業費補助金,Subsidy,NA,国認定,r1_youshiki1
