granter_ministry,granter_jcn,grant_date,grant_month,grant_year,amount,amount_est,grantee_clean,grantee,grantee_detail,grantee_jcn,grant_name,description,grant_type,npo_type,admin_division,num_bidders,competitive_bid,contract_reason,govt_reemployees,filename
MLIT,NA,2019-01-17,2019 Jan,2019,10314000,10533919,瀬戸内海海上安全協会,NA,"公益社団法人瀬戸内海海上安全協会
広島県広島市南区的場町1-3-6",2240005012774,"分任支出負担行為担当官
中国地方整備局宇部港湾・空港整備事務所長　山岸　陽介
山口県宇部市新町10-33","平成30年度徳山下松港徳山地区航路(-14m)航行安全管理業務
山口県周南市晴海町地先
H31.1.17～R元.6.13
建設コンサルタント等",Public Works,公社,国認定,1,Competitive,NA,NA,h30_youshiki2-1
MLIT,NA,2019-01-21,2019 Jan,2019,36180000,37423928,西部海難防止協会,NA,"公益社団法人西部海難防止協会
福岡県北九州市門司区港町7-8",5290805003008,"分任支出負担行為担当官
九州地方整備局博多港湾･空港整備事務所長
楠山　哲弘
福岡県福岡市中央区大手門2-5-33","平成30年度博多港整備船舶安全管理業務（第２次）
-
H31.1.21～R元.11.29
建設コンサルタント等",Public Works,公社,国認定,1,Competitive,NA,NA,h30_youshiki2-1
MLIT,NA,2019-01-23,2019 Jan,2019,19872000,20455200,日本測量調査技術協会,NA,"公益財団法人日本測量調査技術協会
東京都新宿区高田馬場4-40-11",4011105005417,"支出負担行為担当官　　　　　　　
国土地理院長
川﨑　茂信
茨城県つくば市北郷1番","UAVレーザ測量の新技術機器に関する検証・検討業務
-
H31.1.23～H31.3.20
測量",Public Works,公財,国認定,2,Competitive,NA,NA,h30_youshiki2-1
MLIT,NA,2019-01-31,2019 Jan,2019,12798000,12798927,瀬戸内海海上安全協会,NA,"公益社団法人瀬戸内海海上安全協会
広島県広島市南区的場町1-3-6",2240005012774,"分任支出負担行為担当官
四国地方整備局松山港湾・空港整備事務所長
亀岡  知弘
愛媛県松山市海岸通2426-1","松山港外港地区航行安全対策検討業務
愛媛県松山市海岸通
H31.1.31～R元.9.30
建設コンサルタント等",Public Works,公社,国認定,1,Competitive,NA,NA,h30_youshiki2-1
MLIT,NA,2019-02-08,2019 Feb,2019,18036000,18614738,西部海難防止協会,NA,"公益社団法人西部海難防止協会
福岡県北九州市門司区港町7-8",5290805003008,"分任支出負担行為担当官
中国地方整備局宇部港湾・空港整備事務所長　山岸　陽介
山口県宇部市新町10-33","平成30年度宇部港本港地区航行安全管理業務
山口県宇部市大字沖宇部字沖の山地先
H31.2.8～R元.10.31
建設コンサルタント等",Public Works,公社,国認定,1,Competitive,NA,NA,h30_youshiki2-1
MLIT,1020005005090,2019-02-18,2019 Feb,2019,4482000,5111640,都市再生機構,"独立行政法人
都市再生機構","公益社団法人雨水貯留浸透技術協会
東京都千代田区麹町３－７－１",3010005000198,"本社　
総務部長　佐藤　剛
神奈川県横浜市中区本町６－５０－１",ＵＲ賃貸住宅における雨水流出抑制効果の評価手法等検討業務,Public Works,公社,国認定,1,Competitive,NA,NA,h30_youshiki3-1
MLIT,NA,2019-02-25,2019 Feb,2019,10000800,10480398,東京湾海難防止協会,NA,"公益社団法人東京湾海難防止協会
神奈川県横浜市中区海岸通3-9",1020005009686,"分任支出負担行為担当官
関東地方整備局京浜港湾事務所長
佐野　透
神奈川県横浜市西区みなとみらい6-3-7","横浜港新本牧地区船舶航行安全検討業務
横浜港新本牧地区
H31.2.25～H31.6.28
建設コンサルタント等",Public Works,公社,国認定,1,Negotiated,"会計法第29条の3第4項
簡易公募型プロポーザル方式を採用し、提出された技術提案書を総合的に評価した結果、最も優れていると評価された者を契約の相手方として特定したため
（簡易公募型プロポーザル）
　本業務は、横浜港新本牧地区整備事業の施工に伴い、周辺海域を航行する船舶に及ぼす影響及び船舶航行の安全確保に必要な対策について、学識経験者、海事関係者並びに関係官公庁等で構成する委員会を設置し、検討するものである。
　　本業務を適切に実施するためには、横浜港本牧ふ頭周辺における船舶交通の特性に精通していることが必要で有り、総合的な航行安全対策の検討を念頭においたとりまとめが要求される。また、これらの調査・検討にあたっては専門業者のノウハウを基に行うことでより効果的な成果を得ることができると考え、簡易公募型プロポーザル方式によって技術提案書の提出を求めることとした。",0,h30_youshiki2-2
MLIT,NA,2019-03-25,2019 Mar,2019,15692400,16605075,瀬戸内海海上安全協会,NA,"公益社団法人瀬戸内海海上安全協会
広島県広島市南区的場町1-3-6",2240005012774,"分任支出負担行為担当官
中国地方整備局宇野港湾事務所長
由木　誠
岡山県玉野市築港1-1-3","平成30年度水島港玉島地区航路・泊地(-12m)等航行安全管理業務
岡山県倉敷市玉島乙島地先
H31.3.25～R元.10.31
建設コンサルタント等",Public Works,公社,国認定,1,Competitive,NA,NA,h30_youshiki2-1
CAO,NA,2019-04-01,2019 Apr,2019,65890000,70798570,西部海難防止協会,NA,"公益社団法人西部海難防止協会
福岡県北九州市門司区港町７－８",5290805003008,"分任支出負担行為担当官沖縄総合事務局那覇港湾・空港整備事務所長　原田　卓三
那覇市港町２－６－１１","那覇空港滑走路増設事業船舶航行安全管理業務
那覇空港新滑走路整備推進室
H31.4.1～R2.1.31
土木関係建設コンサルタント業務",Public Works,公社,国認定,1,Competitive,NA,NA,r1_youshiki2-1
MLIT,NA,2019-04-01,2019 Apr,2019,33165000,33165000,日本生態系協会,NA,"公益財団法人日本生態系協会
東京都豊島区西池袋2-30-20",6013305001887,"分任支出負担行為担当官
関東地方整備局 荒川上流河川事務所長
藤本　雄介
埼玉県川越市新宿町3-12　","Ｈ31荒川上流管内生態系保全活動支援業務
荒川上流河川事務所管内
H31.4.1～R2.3.31
土木関係建設コンサルタント業務",Public Works,公財,国認定,1,Competitive,NA,NA,r1_youshiki2-1
MLIT,NA,2019-04-01,2019 Apr,2019,60328400,60332339,東京湾海難防止協会,NA,"公益社団法人東京湾海難防止協会 
神奈川県横浜市中区海岸通3-9",1020005009686,"分任支出負担行為担当官
関東地方整備局 京浜港湾事務所長
佐野 透
神奈川県横浜市西区みなとみらい6-3-7","川崎港臨港道路東扇島水江町線航行安全管理業務
神奈川県川崎市川崎区京浜運河
H31.4.1～R2.3.31
建設コンサルタント等",Public Works,公社,国認定,1,Competitive,NA,NA,r1_youshiki2-1
MLIT,NA,2019-04-01,2019 Apr,2019,140679000,144243000,河川財団,NA,"公益財団法人河川財団
東京都中央区日本橋小伝馬町１１－９",9010005000135,"分任支出負担行為担当官
中部地方整備局　木曽川下流河川事務所長
村田　啓之
三重県桑名市大字福島465","平成３１年度　木曽川下流船頭平閘門管理支援業務
H31.4.1～R4.3.31
土木関係建設コンサルタント",Public Works,公財,国認定,1,Competitive,NA,NA,r1_youshiki2-1
MLIT,NA,2019-04-01,2019 Apr,2019,22627000,22713400,河川財団,NA,"公益財団法人河川財団
東京都中央区日本橋小伝馬町11-9",9010005000135,"分任支出負担行為担当官　
近畿地方整備局 琵琶湖河川事務所長
堀田　伸之　
滋賀県大津市黒津4-5-1","琵琶湖事業推進地域連携調査業務
滋賀県大津市黒津4-2-2
H31.4.1～R2.3.31
土木関係建設コンサルタント業務",Public Works,公財,国認定,1,Negotiated,"会計法第２９条の３第４項
　予決令第１０２条の４第３号
　本業務は、琵琶湖河川事務所の地域連携事業を推進する為に、河川レンジャー活動、住民と行政の連携、アクア琵琶ボランティア活動の支援を行うものである。
　　本業務を遂行するためには、高度な技術や経験を必要とすることから、技術力、経験、業務に臨む体制などを含めた技術提案を求め、公平性、透明性及び客観性が確保される簡易公募型プロポーザル方式により選定を行った。
　左記相手方は、技術提案書において総合的に最も優れた提案を行った業者であり、当該業務を実施するのに適切と認められたため、左記業者と契約を行うものである。",0,r1_youshiki2-2
MLIT,NA,2019-04-01,2019 Apr,2019,26114000,31185000,福岡県すこやか健康事業団,NA,"公益財団法人福岡県すこやか健康事業団
福岡県福岡市中央区天神4-1-32",2290005005245,"分任支出負担行為担当官
九州地方整備局 筑後川河川事務所長
船橋 昇治
福岡県久留米市高野1-2-1","平成31年度筑後川矢部川採水・水質分析業務
筑後川水系及び矢部川水系
H31.4.1～R2.3.31
土木関係建設コンサルタント業務",Public Works,公財,国認定,3,Competitive,NA,NA,r1_youshiki2-1
MLIT,NA,2019-04-01,2019 Apr,2019,16093000,19679000,福岡県すこやか健康事業団,NA,"公益財団法人福岡県すこやか健康事業団
福岡県福岡市中央区天神4-1-32",2290005005245,"分任支出負担行為担当官
九州地方整備局 武雄河川事務所長
藤本 幸司
佐賀県武雄市武雄町大字昭和745","松浦川採水運搬水質分析業務
佐賀県唐津市（松浦川水系）
H31.4.1～R2.3.31
土木関係建設コンサルタント業務",Public Works,公財,国認定,5,Competitive,NA,NA,r1_youshiki2-1
MLIT,NA,2019-04-01,2019 Apr,2019,12485000,16038000,福岡県すこやか健康事業団,NA,"公益財団法人福岡県すこやか健康事業団
福岡県福岡市中央区天神4-1-32",2290005005245,"分任支出負担行為担当官
九州地方整備局 熊本河川国道事務所長
鈴木 学
熊本県熊本市東区西原1-12-1","白川及び緑川水系水質・底質調査業務
白川流域・緑川流域
H31.4.2～R2.3.31
土木関係建設コンサルタント業務",Public Works,公財,国認定,3,Competitive,NA,NA,r1_youshiki2-1
MLIT,NA,2019-04-01,2019 Apr,2019,14465000,18469000,福岡県すこやか健康事業団,NA,"公益財団法人福岡県すこやか健康事業団
福岡県福岡市中央区天神4-1-32",2290005005245,"分任支出負担行為担当官
九州地方整備局 筑後川ダム統合管理事務所長
村上 博
福岡県久留米市高野1-2-2","平成31年度松原ダム水質調査業務
大分県日田市大山町西大山地先外
H31.4.1～R2.3.31
土木関係建設コンサルタント業務",Public Works,公財,国認定,6,Competitive,NA,NA,r1_youshiki2-1
MLIT,NA,2019-04-01,2019 Apr,2019,47960000,48236389,西部海難防止協会,NA,"公益社団法人西部海難防止協会
福岡県北九州市門司区港町7-8",5290805003008,"分任支出負担行為担当官
九州地方整備局 北九州港湾・空港整備事務所長
根木 貴史
福岡県北九州市門司区西海岸1-4-40","平成31年度新門司沖外航行安全管理業務　　 
北九州港湾･空港整備事務所管内
H31.4.1～R2.7.31
港湾関係建設コンサルタント業務",Public Works,公社,国認定,1,Competitive,NA,NA,r1_youshiki2-1
MLIT,NA,2019-04-04,2019 Apr,2019,33550000,33628318,西部海難防止協会,NA,"公益社団法人西部海難防止協会
福岡県北九州市門司区港町7-8",5290805003008,"分任支出負担行為担当官
九州地方整備局 関門航路事務所長
野田 巌　　　　　　　　　　　　　　　　　　　　　
福岡県北九州市小倉北区浅野3-7-38","平成31年度関門航路整備船舶安全管理業務                             
関門航路事務所管内
H31.4.4～R2.1.10
港湾関係建設コンサルタント業務",Public Works,公社,国認定,1,Competitive,NA,NA,r1_youshiki2-1
MLIT,NA,2019-04-08,2019 Apr,2019,9647000,9779000,河川財団,NA,"設計共同体
公益財団法人河川財団　他1者
東京都中央区日本橋小伝馬町11-9",9010005000135,"分任支出負担行為担当官　
北陸地方整備局 北陸技術事務所長
村下　剛
新潟県新潟市西区山田2310-5","平成３１年度河川・道路の防草対策と動物被害の調査検討業務
北陸地方整備局管内
H31.4.9～R2.2.28
土木関係建設コンサルタント業務",Public Works,公財,国認定,1,Negotiated,"会計法第２９条の３第４項
　予決令第１０２条の４第３号
本業務は、河川と道路における雑草抑制及び防草対策について、従来の除草作業と防草対策と比較して、トータルコストが安価で、防草効果の高い工法等について検証し、過年度に作成した「雑草抑制手法に関する技術資料（案）」（河川編、道路編）及び「堤防法面植生管理マニュアル（案）」を再編・改定するものである。また、動物被害については、河川と道路の動物被害の実態を動物種毎に生態を踏まえて被害個所の特性をとりまとめ、河川と道路における対策工の実績（効果検証を含む）を調査し、効果的な対策を検討するものである。　本業務は、防草対策効果の検証と動物被害の実態を調査して、有効な対策工を検討するものであり、動植物の調査方法だけでなく生体に係わる専門知識と有効な対策工係わる高度な技術が必要であることから、提出された技術提案に基づき仕様を作成する方が優れた成果を期待できる事から、簡易公募型プロポーザル方式により選定することとし、「建設コンサルタント選定委員会」において技術提案書を審査した結果、左記業者が特定されたため、左記業者と随意契約を行うものである。",0,r1_youshiki2-2
MLIT,NA,2019-04-16,2019 Apr,2019,13068000,13068000,日本生態系協会,NA,"公益財団法人日本生態系協会
東京都豊島区西池袋2-30-20",6013305001887,"分任支出負担行為担当官　
関東地方整備局 利根川上流河川事務所長
三橋　さゆり
埼玉県久喜市栗橋北2-19-1","Ｈ31渡良瀬遊水地周辺利活用検討業務
利根川上流河川事務所管内
H31.4.17～R2.2.28
土木関係建設コンサルタント業務",Public Works,公財,国認定,2,Negotiated,"会計法第２９条の３第４項
予決令第１０２条の４第３号
　本業務は、渡良瀬遊水地エリアエコロジカル・ネットワークの推進に向けた取組の検討、従前より開催している渡良瀬遊水地保全・利活用協議会及び２つの合同部会の目的達成に必要な資料を作成し、湿地保全や地域振興に向けた検討を行うものである。
　本業務を遂行するためには、高度な知識や経験を必要とすることから、渡良瀬遊水地エリアエコロジカル・ネットワーク推進に向けた検討手法について技術提案を求め、公平性、透明性及び客観性が確保される簡易型プロポーザル方式により選定を行った。（公財）日本生態系協会は、技術提案書をふまえ当該業務を実施するのにふさわしい業者であり、左記業者と契約を行うものである。",0,r1_youshiki2-2
MLIT,NA,2019-04-17,2019 Apr,2019,17149000,17171000,日本生態系協会,NA,"公益財団法人日本生態系協会
東京都豊島区西池袋2-30-20",6013305001887,"支出負担行為担当官
北海道開発局 札幌開発建設部長
鈴木 亘
北海道札幌市中央区北2条西19","千歳川流域生態系ネットワーク推進方策検討業務
北海道夕張郡長沼町ほか
H31.4.18～R2.3.19
土木関係コンサルタント業務",Public Works,公財,国認定,1,Negotiated,"会計法第２９条の３第４項
　予決令第１０２条の４第３号
　本業務は、河川を軸として多様な主体と連携した広域的な生態系ネットワークの形成を目的に、舞鶴遊水地の取組みをモデルケースに生態系ネットワークの推進方策を検討し、千歳川流域における遊水地の利活用など各種施策に反映させるものである。
　本業務を遂行するためには、高度で専門的な技術が要求されることから、公平性、透明性及び客観性が確保される簡易公募型プロポーザル方式を採用し選定を行った。
　公募行い、提出された技術提案書の審査を行った結果、左記日本生態系協会が最も優れた提案を行った業者であり、当該業務を実施するのに適切と認められたことから、契約を締結するものである。
（公募）",0,r1_youshiki2-2
MLIT,NA,2019-04-17,2019 Apr,2019,47300000,47300000,河川財団,NA,"設計共同体
公益財団法人河川財団 他2者
東京都中央区日本橋小伝馬町11-9",9010005000135,"分任支出負担行為担当官
関東地方整備局 利根川下流河川事務所長
大谷　悟
千葉県香取市佐原イ4149","Ｈ３１利根川下流部自然再生検討業務
利根川下流河川事務所管内
H31.4.18～Ｈ2.3.13
土木関係建設コンサルタント業務",Public Works,公財,国認定,1,Negotiated,"会計法第２９条の３第４項
予決令第１０２条の４第３号
　本業務は、利根川下流部自然再生計画（平成25年3月）（以下、自然再生計画）等に基づき、利根川下流部において多様な生物の生息・生育が可能な河川環境を保全・再生するために、自然再生整備の調査・検討を行うものである。また、「佐原広域交流拠点PFI事業」により湿地ゾーンとして整備した箇所のモニタリング調査を行うものである。
簡易公募型プロポーザル方式により選定を行った結果、総合的に優れた提案を行ったため当該業務を実施するのに適切と認め、左記業者と契約を行うものである。",0,r1_youshiki2-2
MLIT,NA,2019-04-18,2019 Apr,2019,63470000,63536000,リバーフロント研究所,NA,"公益財団法人リバーフロント研究所
東京都中央区新川1-17-24",1010005018655,"分任支出負担行為担当官
近畿地方整備局 豊岡河川国道事務所長
中川　圭正
兵庫県豊岡市幸町10-3","円山川自然再生事業とりまとめ他業務
兵庫県豊岡市津居山地先～兵庫県豊岡市日高町赤崎地先
H31.4.19～R2.3.27
土木関係建設コンサルタント業務",Public Works,公財,国認定,1,Negotiated,"会計法第２９条の３第４項
　予決令第１０２条の４第３号
　本業務は、平成31年度までのモニタリング調査結果を踏まえ、河川環境への影響の分析評価及び環境に配慮した整備事業の復元内容とりまとめ、下鶴井地区圃場復元に係る環境配慮の評価、円山川水系自然再生推進委員会及び同技術部会の委員会の運営と資料作成、そして中郷遊水地の湿地整備計画に向けた事業再評価資料の作成を行うことを目的とする業務である。
　本業務を遂行するためには、高度な技術や経験を必要とすることから、技術力、経験、業務に臨む体制などを含めた技術提案を求め、公平性、透明性及び客観性が確保される簡易公募型プロポーザル方式により選定を行った。
　左記相手方は、技術提案書において総合的に最も優れた提案を行った業者であり、当該業務を実施するのに適切と認められたため、左記業者と契約を行うものである。",0,r1_youshiki2-2
MLIT,NA,2019-04-19,2019 Apr,2019,25311000,25343400,河川財団,NA,"公益財団法人河川財団
東京都中央区日本橋小伝馬町11-9",9010005000135,"分任支出負担行為担当官
中部地方整備局　木曽川下流河川事務所長
村田　啓之
三重県桑名市大字福島465","平成３１年度　木曽三川歴史的河川施設調査業務
H31.4.20～R2.2.28
土木関係建設コンサルタント業務",Public Works,公財,国認定,1,Competitive,NA,NA,r1_youshiki2-1
MLIT,NA,2019-04-24,2019 Apr,2019,44847000,44858000,河川財団,NA,"公益財団法人河川財団
東京都中央区日本橋小伝馬町11-9",9010005000135,"分任支出負担行為担当官
近畿地方整備局 淀川河川事務所長
東出　成記　
大阪府枚方市新町2-2-10","淀川生態環境解析業務
淀川河川事務所及びその管内
H31.4.25～R2.3.31
土木関係建設コンサルタント業務",Public Works,公財,国認定,1,Negotiated,"会計法第２９条の３第４項
　予決令第１０２条の４第３号
　本業務は淀川において、天然記念物であるイタセンパラや鵜殿ヨシ原など、多様かつ貴重な生態系を有する環境を保全再生するために必要な解析及び調査を実施する。
　また、淀川環境委員会の資料作成及び運営補助を行い河川環境の保全に反映し、望ましい河川環境を創出することを目的とする業務である。
　本業務を遂行するためには、高度な技術や経験を必要とすることから、技術力、経験、業務に臨む体制などを含めた技術提案を求め、公平性、透明性及び客観性が確保される簡易公募型プロポーザル方式により選定を行った。
　左記相手方は、技術提案書において総合的に最も優れた提案を行った業者であり、当該業務を実施するのに適切と認められたため、左記業者と契約を行うものである。",0,r1_youshiki2-2
MLIT,NA,2019-04-25,2019 Apr,2019,21494000,21604872,瀬戸内海海上安全協会,NA,"公益社団法人瀬戸内海海上安全協会
広島県広島市南区的場町1-3-6",2240005012774,"分任支出負担行為担当官
中国地方整備局 広島港湾・空港整備事務所長
正岡 孝
広島県広島市南区宇品海岸3-10-28","福山港航行安全対策検討業務
-
H31.4.25～R元.12.25
建設コンサルタント等",Public Works,公社,国認定,1,Negotiated,"会計法第29条の3第4項
本業務は、福山港箕島地区及び箕沖地区における岸壁築造及び浚渫工事に係わる航行安全対策について、学識経験者・海事関係者等からなる委員会を設置し、検討するもので、専門的な技術が要求される業務であるため、提出された技術提案に基づいて仕様を作成する方が優れた成果を期待できることから簡易公募型プロポーザル方式を採用し、提出された技術提案書を総合的に評価した結果、最も優れていると評価された者を契約の相手方として特定した。(簡易公募型プロポーザル)",0,r1_youshiki2-2
MLIT,NA,2019-05-07,2019 May,2019,15246000,15246000,河川財団,NA,"設計共同体
公益財団法人河川財団　他1者
東京都中央区日本橋小伝馬町11-9",9010005000135,"分任支出負担行為担当官
中国地方整備局　中国技術事務所長
堀江　豊
広島市安芸区船越南2-8-1","河川堤防の小動物等による被害対策技術検討業務
中国技術事務所
R1.5.7～R2.2.28
土木関係建設コンサルタント業務",Public Works,公財,国認定,1,Negotiated,"　会計法第２９条の３第４項　予算決算及び会計令第１０２条の４第３項
本業務の実施においては、河川堤防におけるモグラやアナグマ等の小動物の巣穴や、イノシシ・鹿等の掘り起こしによる被害実態把握のための現地調査・モニタリング調査を行い、「河川堤防における小動物被害の点検・評価・対策の手引き（案）」を検討・作成するため、技術的に高度かつ専門的な検討が必要となるため、提出された技術提案に基づいて仕様を作成する方が優れた成果を期待できることから、プロポーザル方式を選定するもの。",0,r1_youshiki2-2
MLIT,NA,2019-05-09,2019 May,2019,21318000,21318000,河川財団,NA,"設計共同体
公益財団法人河川財団 他1者
東京都中央区日本橋小伝馬町11-9",9010005000135,"分任支出負担行為担当官
関東地方整備局 利根川上流河川事務所長
三橋　さゆり
埼玉県久喜市栗橋北2-19-1","Ｈ３１利根川整備方策等検討業務
利根川上流河川事務所管内
R1.5.10～Ｈ2.2.28
土木関係建設コンサルタント業務",Public Works,公財,国認定,1,Negotiated,"会計法第２９条の３第４項
予決令第１０２条の４第３号
　本業務は、利根川水系において河川整備を進めていくうえでの様々な懸案や課題を整理し、段階的な整備手順や方策等について検討するとともに、利根川水系の事業に関わる既往資料等の取りまとめ内容の方針について検討するものである。
本業務を遂行するためには、高度な技術や経験を必要とすることから、利根川水系における中長期的な視点での治水バランスを考慮した整備の際における課出整理について技術提案を求め、簡易公募型（拡大型）プロポーザル方式に準じた方式により選定を行った。
　Ｈ３１利根川整備方策等検討業務河川財団・建設技術研究所設計共同体は、技術提案書をふまえ当該業務を実施するのに
適切と認められたため、左記業者と契約を行うものである。",0,r1_youshiki2-2
MLIT,NA,2019-05-10,2019 May,2019,81070000,81114000,河川財団,NA,"公益財団法人河川財団
東京都中央区日本橋小伝馬町11-9",9010005000135,"分任支出負担行為担当官
近畿地方整備局 淀川河川事務所長
東出　成記　
大阪府枚方市新町2-2-10","淀川地域連携推進調査業務
淀川河川事務所及びその管内
R1.5.11～R2.3.31
土木関係建設コンサルタント業務",Public Works,公財,国認定,1,Negotiated,"　会計法第２９条の３第４項
　予決令第１０２条の４第３号
本業務は、淀川河川事務所管内を対象として地域（自治体を含む）と連携した河川事業を推進するための地域連携方策のあり方について検討を行う業務である。
　本業務を遂行するためには、高度な技術や経験を必要とすることから、技術力、経験、業務に臨む体制などを含めた技術提案を求め、公平性、透明性及び客観性が確保される簡易公募型プロポーザル方式により選定を行った。
　左記相手方は、技術提案書において総合的に最も優れた提案を行った業者であり、当該業務を実施するのに適切と認められたため、左記業者と契約を行うものである。",0,r1_youshiki2-2
MLIT,NA,2019-05-13,2019 May,2019,13392000,13559006,西部海難防止協会,NA,"公益社団法人西部海難防止協会
福岡県北九州市門司区港町7-8",5290805003008,"分任支出負担行為担当官
九州地方整備局 志布志港湾事務所長
小手川 勇
鹿児島県志布志市志布志町帖6617-182","平成31年度志布志港船舶航行安全対策検討業務　　　　　　　　　　　　　　　　　　　　　　　
志布志港湾事務所管内
R1.5.13～R2.1.30
港湾関係建設コンサルタント業務",Public Works,公社,国認定,1,Negotiated,"会計法第２９条の３第４項
本業務は、志布志港の航路・泊地(-14m)の整備にあたって　　一般航行船舶及び工事作業船相互の安全確保と作業の円滑な遂行を図るべく、学識経験者及び海事関係者等で構成する委員会等を設置し、浚渫工事に伴う航行安全対策の検討を行うものであり、豊富な知識と高度な技術を要することから、受注業者においては、１．配置予定技術者の経験及び能力（資格・実績等及び成績・表彰）２．実施方針（業務理解度・実施手順・その他）３．特定テーマに対する技術提案（志布志港内の特性を踏まえた課題の抽出と対応方針について、航行船舶の安全を図るために必要となる事項と対応策の検討について）の観点から技術提案書の提出を求めたものである。建設コンサルタント等の特定手続きに基づく審査の結果、公益社団法人　西部海難防止協会が最適であると判断されたため、左記業者と随意契約を行うものである。",0,r1_youshiki2-2
MLIT,NA,2019-05-15,2019 May,2019,10945000,10986013,瀬戸内海海上安全協会,NA,"公益社団法人瀬戸内海海上安全協会
広島県広島市南区的場町1-3-6",2240005012774,"分任支出負担行為担当官
四国地方整備局 松山港湾・空港整備事務所長
亀岡 知弘
愛媛県松山市海岸通2426-1","東予港中央地区航行安全管理業務
愛媛県西条市今在家地先
R1.5.15～R1.9.17
建設コンサルタント等",Public Works,公社,国認定,1,Competitive,NA,NA,r1_youshiki2-1
MLIT,NA,2019-05-21,2019 May,2019,8918800,9042000,日本下水道新技術機構,NA,"公益財団法人日本下水道新技術機構
東京都新宿区水道町3-1",4011105003503,"支出負担行為担当官
国土技術政策総合研究所長
小俣　篤
茨城県つくば市旭１番地","下水道関連技術の開発状況及び技術的課題に関する情報収集・整理業務
R1.5.22～R2.2.28
土木関係建設コンサルタント業務",Public Works,公財,国認定,1,Negotiated,"本業務の実施に当たっては、技術開発に着手する判断の根拠となり得る、技術開発費用、費用便益・採算性の試算方法についての他業界等における事例調査方法を検討できる能力等が必要であり、これらが業務の成果に密接に関係することから、簡易公募型（拡大型）プロポーザル方式により公募を行った。
その結果、左記相手方は、入札説明書を交付した５者のうち、本業務の「技術提案書提出要請業者の確認審査」に参加表明し、業務実施条件を満たし技術提案を行った唯一の相手方であり、また、業務実績、技術提案書の内容等を総合的に評価した結果、本業務を実施するうえで必要な能力が十分に備わっていることが確認された。
以上の理由から左記相手方を選定し、会計法第２９条の３第４項及び予算決算及び会計令第１０２条の４第３号の規定により、随意契約するものである。",0,r1_youshiki2-2
CAO,NA,2019-05-27,2019 May,2019,15769600,16099474,日本港湾協会,NA,公益社団法人日本港湾協会　東京都港区赤坂3丁目3番5号,7010405000967,"分任支出負担行為担当官沖縄総合事務局石垣港湾事務所長　知念　正吉　石垣市美崎町１番地の１０
　","竹富南航路監視カメラ外１件設置検討業務
石垣港湾事務所
R1.5.28～R2.3.19
土木関係建設コンサルタント業務",Public Works,公社,国認定,1,Negotiated,"予算決算及び会計令第１０２条の４第３号
契約相手方の選定にあたっては、当該業務の内容が広範かつ高度な知識と豊かな経験及び高度かつ専門的な技術力を必要とすることから、簡易公募型プロポーザル方式を採用した。「プロポーザル方式に基づく建設コンサルタント等の特定手続きについて」（府開管理第５９０号平成１４年８月１日）に基づき、沖縄総合事務局石垣港湾事務所建設コンサルタント選定委員会において審議の結果、公益社団法人　日本港湾協会の提案は、優れた技術者を配置予定としているとともに、実施方針及び特定テーマに対する技術提案において本業務の内容を十分理解し、求める調査の必要性・重要性に対し満足する優れた業務を行えることが高く評価され、最適な履行能力を有すると判断された。よって、会計法第２９条の３第４項、予算決算及び会計令第１０２条の４第３号に基づき、公益社団法人日本港湾協会と随意契約するものである。",0,r1_youshiki2-2
MLIT,NA,2019-06-03,2019 Jun,2019,27060000,27206531,日本港湾協会,NA,"公益社団法人日本港湾協会
東京都港区赤坂3-3-5",7010405000967,"支出負担行為担当官
四国地方整備局次長
池田 直太
香川県高松市サンポート3-33","四国の港湾に関する中長期構想・整備計画検討業務
－
R1.6.3～R2.2.28
建設コンサルタント等",Public Works,公社,国認定,1,Negotiated,"会計法第29条の3第4項
本業務は、四国の港湾における中長期構想・整備計画を策定するため、四国の港湾が果たすべき役割や港湾政策の方向性について検討を行うものである。検討にあたっては、四国における将来の船舶必要輸送量の推計や、四国におけるＩＴ技術を活用したターミナルの高度化手法について考慮する必要があり、四国の港湾を取り巻く情勢について的確に整理・分析できる豊富な経験を有する必要があるため、簡易公募型プロポーザル方式を採用した。提出された技術提案書を総合的に評価した結果、最も優れていると評価された者を契約の相手方として特定した。（簡易公募型プロポーザル）",0,r1_youshiki2-2
MLIT,NA,2019-06-11,2019 Jun,2019,18931000,18931000,日本生態系協会,NA,"公益財団法人日本生態系協会
東京都豊島区西池袋2-30-20",6013305001887,"支出負担行為担当官　
関東地方整備局長
石原　康弘
埼玉県さいたま市中央区新都心2-1","Ｈ31関東エコロジカル・ネットワーク推進手法検討業務
関東地方整備局管内
R1.6.12～R2.2.28
土木関係建設コンサルタント業務",Public Works,公財,国認定,1,Negotiated,"会計法第２９条の３第４項
予決令第１０２条の４第３号
　本業務は、関東地域における多様な主体と連携した生態系ネットワークの形成について、各主体における流域の環境保全と持続的な環境保全の一環としての地域活性化等の取組方策についての検討と併せて、関東エコロジカル・ネットワーク推進協議会の運営補助等を行うものである。
　本業務を遂行するためには、高度な技術や経験を必要とすることから、技術力、経験、業務に臨む体制などを含めた技術提案を求め、公平性、透明性及び客観性が確保される簡易公募型プロポーザル方式により選定を行った。
　(公財)日本生態系協会は、技術提案書をふまえ当該業務を実施するのに適切と認められたため、左記業者と契約を行うものである。",0,r1_youshiki2-2
